Num véhicule,Ligne,Numero course,Arret tarifaire validation,Arret logique validation,Societe ligne,Societe arret validation code,Nombre montee arret,Nombre descente arret,Date arrêt,Horaire  arrêt
219,Ligne 3,6239,COMPIEGNE,Ferdinand De Lesseps,ARC,46,0,0,04/09/2018,05:58
219,Ligne 3,6239,COMPIEGNE,Gare Arrivee,ARC,46,0,0,04/09/2018,06:25
219,Ligne 3,6239,COMPIEGNE,Gare Depart,ARC,46,0,48,04/09/2018,06:25
219,Ligne 3,6239,COMPIEGNE,Hopital de Jour,ARC,46,0,0,04/09/2018,06:05
219,Ligne 3,6239,COMPIEGNE,Les Jardins,ARC,46,0,0,04/09/2018,06:08
219,Ligne 3,6239,COMPIEGNE,Raleigh,ARC,46,0,0,04/09/2018,06:08
219,Ligne 3,6239,COMPIEGNE,Rue de Paris,ARC,46,0,0,04/09/2018,06:15
219,Ligne 3,6239,COMPIEGNE,Saint Corneille,ARC,46,2,2,04/09/2018,06:20
219,Ligne 3,6239,COMPIEGNE,Saint Fiacre,ARC,46,6,0,04/09/2018,06:13
219,Ligne 3,6239,COMPIEGNE,Saint Joseph,ARC,46,10,0,04/09/2018,06:16
219,Ligne 3,6239,COMPIEGNE,Solferino,ARC,46,2,16,04/09/2018,06:23
219,Ligne 3,6239,COMPIEGNE,Stade du Clos des Roses,ARC,46,8,0,04/09/2018,06:06
219,Ligne 3,6246,COMPIEGNE,Ancien Hopital,ARC,46,10,2,04/09/2018,07:10
219,Ligne 3,6246,COMPIEGNE,Centre Culturel,ARC,46,8,0,04/09/2018,07:04
219,Ligne 3,6246,COMPIEGNE,Centre de Secours,ARC,46,8,0,04/09/2018,06:59
219,Ligne 3,6246,COMPIEGNE,Denielou,ARC,46,6,0,04/09/2018,06:57
219,Ligne 3,6246,COMPIEGNE,Docteur Calmette,ARC,46,8,0,04/09/2018,06:55
219,Ligne 3,6246,COMPIEGNE,Docteur Guerin,ARC,46,0,0,04/09/2018,06:55
219,Ligne 3,6246,COMPIEGNE,Domeliers,ARC,46,0,0,04/09/2018,07:12
219,Ligne 3,6246,COMPIEGNE,Ecole St-Germain,ARC,46,6,0,04/09/2018,07:08
219,Ligne 3,6246,COMPIEGNE,Ferdinand De Lesseps,ARC,46,2,2,04/09/2018,06:51
219,Ligne 3,6246,COMPIEGNE,Gare Arrivee,ARC,46,0,0,04/09/2018,07:17
219,Ligne 3,6246,COMPIEGNE,Gare Depart,ARC,46,2,58,04/09/2018,07:17
219,Ligne 3,6246,COMPIEGNE,Hopital de Jour,ARC,46,2,2,04/09/2018,06:58
219,Ligne 3,6246,COMPIEGNE,Les Jardins,ARC,46,2,0,04/09/2018,07:01
219,Ligne 3,6246,COMPIEGNE,Raleigh,ARC,46,2,0,04/09/2018,07:00
219,Ligne 3,6246,COMPIEGNE,Rue de Paris,ARC,46,0,0,04/09/2018,07:08
219,Ligne 3,6246,COMPIEGNE,Saint Corneille,ARC,46,0,4,04/09/2018,07:12
219,Ligne 3,6246,COMPIEGNE,Saint Fiacre,ARC,46,20,2,04/09/2018,07:06
219,Ligne 3,6246,COMPIEGNE,Saint Joseph,ARC,46,0,0,04/09/2018,07:09
219,Ligne 3,6246,COMPIEGNE,Solferino,ARC,46,6,8,04/09/2018,07:15
219,Ligne 3,6246,COMPIEGNE,Stade du Clos des Roses,ARC,46,0,0,04/09/2018,06:59
219,Ligne 3,6576,COMPIEGNE,Ancien Hopital,ARC,46,0,0,04/09/2018,06:33
219,Ligne 3,6576,COMPIEGNE,Capucins,ARC,46,0,0,04/09/2018,06:32
219,Ligne 3,6576,COMPIEGNE,Centre Culturel,ARC,46,0,0,04/09/2018,06:39
219,Ligne 3,6576,COMPIEGNE,Centre de Secours,ARC,46,0,0,04/09/2018,06:43
219,Ligne 3,6576,COMPIEGNE,Denielou,ARC,46,0,0,04/09/2018,06:45
219,Ligne 3,6576,COMPIEGNE,Docteur Calmette,ARC,46,0,2,04/09/2018,06:47
219,Ligne 3,6576,COMPIEGNE,Docteur Guerin,ARC,46,0,0,04/09/2018,06:48
219,Ligne 3,6576,COMPIEGNE,Ecole St-Germain,ARC,46,0,0,04/09/2018,06:36
219,Ligne 3,6576,COMPIEGNE,Ferdinand De Lesseps,ARC,46,0,0,04/09/2018,06:49
219,Ligne 3,6576,COMPIEGNE,Gare Depart,ARC,46,2,16,04/09/2018,06:26
219,Ligne 3,6576,COMPIEGNE,Harlay,ARC,46,2,0,04/09/2018,06:30
219,Ligne 3,6576,COMPIEGNE,Hopital de Jour,ARC,46,0,0,04/09/2018,06:45
219,Ligne 3,6576,COMPIEGNE,Les Jardins,ARC,46,2,0,04/09/2018,06:42
219,Ligne 3,6576,COMPIEGNE,Parc Songeons,ARC,46,0,0,04/09/2018,06:31
219,Ligne 3,6576,COMPIEGNE,Port a Bateaux,ARC,46,0,0,04/09/2018,06:32
219,Ligne 3,6576,COMPIEGNE,Raleigh,ARC,46,0,0,04/09/2018,06:43
219,Ligne 3,6576,COMPIEGNE,Rue de Paris,ARC,46,0,2,04/09/2018,06:35
219,Ligne 3,6576,COMPIEGNE,Saint Fiacre,ARC,46,0,0,04/09/2018,06:38
219,Ligne 3,6576,COMPIEGNE,Saint Joseph,ARC,46,0,0,04/09/2018,06:34
219,Ligne 3,6576,COMPIEGNE,Stade du Clos des Roses,ARC,46,0,0,04/09/2018,06:44
219,Ligne 5,6078,COMPIEGNE,Andre Malraux,ARC,46,8,0,04/09/2018,11:35
219,Ligne 5,6078,COMPIEGNE,Blaise Pascal,ARC,46,6,6,04/09/2018,11:34
219,Ligne 5,6078,COMPIEGNE,Camp de Royallieu,ARC,46,0,0,04/09/2018,11:39
219,Ligne 5,6078,COMPIEGNE,Centre Culturel,ARC,46,6,6,04/09/2018,11:43
219,Ligne 5,6078,COMPIEGNE,Centre de Recherches,ARC,46,0,0,04/09/2018,11:37
219,Ligne 5,6078,COMPIEGNE,Compiegne Gare,ARC,46,0,14,04/09/2018,11:54
219,Ligne 5,6078,COMPIEGNE,Couttolenc,ARC,46,0,0,04/09/2018,11:49
219,Ligne 5,6078,COMPIEGNE,Croix Rouge,ARC,46,2,4,04/09/2018,11:42
219,Ligne 5,6078,COMPIEGNE,Delaidde,ARC,46,4,4,04/09/2018,11:44
219,Ligne 5,6078,COMPIEGNE,Denielou,ARC,46,0,2,04/09/2018,11:36
219,Ligne 5,6078,COMPIEGNE,Eglise St-Germain,ARC,46,10,14,04/09/2018,11:47
219,Ligne 5,6078,COMPIEGNE,Gambetta,ARC,46,18,2,04/09/2018,11:46
219,Ligne 5,6078,COMPIEGNE,Gare,ARC,46,0,14,04/09/2018,11:54
219,Ligne 5,6078,COMPIEGNE,Hopital,ARC,46,8,0,04/09/2018,11:25
219,Ligne 5,6078,COMPIEGNE,Hopital Depart,ARC,46,16,0,04/09/2018,11:25
219,Ligne 5,6078,COMPIEGNE,Mercieres,ARC,46,6,0,04/09/2018,11:32
219,Ligne 5,6078,COMPIEGNE,Port a Bateaux,ARC,46,0,4,04/09/2018,11:50
219,Ligne 5,6078,COMPIEGNE,Residence Universitaire,ARC,46,0,4,04/09/2018,11:45
219,Ligne 5,6078,COMPIEGNE,Rostand,ARC,46,10,0,04/09/2018,11:37
219,Ligne 5,6078,COMPIEGNE,Saint Come - Memorial,ARC,46,2,0,04/09/2018,11:39
219,Ligne 5,6078,MARGNY-LES-COMP,Rue de Clermont,ARC,46,2,10,04/09/2018,11:51
219,Ligne 5,6102,COMPIEGNE,Andre Malraux,ARC,46,0,0,04/09/2018,20:19
219,Ligne 5,6102,COMPIEGNE,Blaise Pascal,ARC,46,2,0,04/09/2018,20:18
219,Ligne 5,6102,COMPIEGNE,Camp de Royallieu,ARC,46,0,0,04/09/2018,20:24
219,Ligne 5,6102,COMPIEGNE,Centre Culturel,ARC,46,2,4,04/09/2018,20:27
219,Ligne 5,6102,COMPIEGNE,Centre de Recherches,ARC,46,2,0,04/09/2018,20:22
219,Ligne 5,6102,COMPIEGNE,Compiegne Gare,ARC,46,0,2,04/09/2018,20:38
219,Ligne 5,6102,COMPIEGNE,Couttolenc,ARC,46,0,0,04/09/2018,20:33
219,Ligne 5,6102,COMPIEGNE,Croix Rouge,ARC,46,0,4,04/09/2018,20:26
219,Ligne 5,6102,COMPIEGNE,Delaidde,ARC,46,2,2,04/09/2018,20:28
219,Ligne 5,6102,COMPIEGNE,Denielou,ARC,46,2,0,04/09/2018,20:21
219,Ligne 5,6102,COMPIEGNE,Eglise St-Germain,ARC,46,0,18,04/09/2018,20:31
219,Ligne 5,6102,COMPIEGNE,Gambetta,ARC,46,2,0,04/09/2018,20:30
219,Ligne 5,6102,COMPIEGNE,Gare,ARC,46,0,2,04/09/2018,20:38
219,Ligne 5,6102,COMPIEGNE,Hopital,ARC,46,4,0,04/09/2018,20:14
219,Ligne 5,6102,COMPIEGNE,Hopital Depart,ARC,46,8,0,04/09/2018,20:14
219,Ligne 5,6102,COMPIEGNE,Mercieres,ARC,46,0,0,04/09/2018,20:16
219,Ligne 5,6102,COMPIEGNE,Port a Bateaux,ARC,46,2,6,04/09/2018,20:34
219,Ligne 5,6102,COMPIEGNE,Residence Universitaire,ARC,46,0,2,04/09/2018,20:29
219,Ligne 5,6102,COMPIEGNE,Rostand,ARC,46,22,0,04/09/2018,20:23
219,Ligne 5,6102,COMPIEGNE,Saint Come - Memorial,ARC,46,0,0,04/09/2018,20:24
219,Ligne 5,6102,MARGNY-LES-COMP,Rue de Clermont,ARC,46,0,0,04/09/2018,20:35
219,Ligne 5,6129,COMPIEGNE,Andre Malraux,ARC,46,0,6,04/09/2018,09:59
219,Ligne 5,6129,COMPIEGNE,Blaise Pascal,ARC,46,10,16,04/09/2018,10:00
219,Ligne 5,6129,COMPIEGNE,Camp de Royallieu,ARC,46,2,0,04/09/2018,09:54
219,Ligne 5,6129,COMPIEGNE,Centre Culturel,ARC,46,4,2,04/09/2018,09:49
219,Ligne 5,6129,COMPIEGNE,Centre de Recherches,ARC,46,0,4,04/09/2018,09:56
219,Ligne 5,6129,COMPIEGNE,Compiegne Gare,ARC,46,15,0,04/09/2018,09:37
219,Ligne 5,6129,COMPIEGNE,Couttolenc,ARC,46,2,0,04/09/2018,09:44
219,Ligne 5,6129,COMPIEGNE,Croix Rouge,ARC,46,8,4,04/09/2018,09:51
219,Ligne 5,6129,COMPIEGNE,Delaidde,ARC,46,2,0,04/09/2018,09:49
219,Ligne 5,6129,COMPIEGNE,Denielou,ARC,46,0,0,04/09/2018,09:57
219,Ligne 5,6129,COMPIEGNE,Eglise St-Germain,ARC,46,0,0,04/09/2018,09:45
219,Ligne 5,6129,COMPIEGNE,Gambetta,ARC,46,0,0,04/09/2018,09:47
219,Ligne 5,6129,COMPIEGNE,Gare,ARC,46,15,0,04/09/2018,09:37
219,Ligne 5,6129,COMPIEGNE,Hopital,ARC,46,0,0,04/09/2018,10:04
219,Ligne 5,6129,COMPIEGNE,Hopital  Arrivee,ARC,46,0,0,04/09/2018,10:04
219,Ligne 5,6129,COMPIEGNE,Mercieres,ARC,46,0,30,04/09/2018,10:02
219,Ligne 5,6129,COMPIEGNE,Port a Bateaux,ARC,46,2,0,04/09/2018,09:44
219,Ligne 5,6129,COMPIEGNE,Residence Universitaire,ARC,46,16,2,04/09/2018,09:47
219,Ligne 5,6129,COMPIEGNE,Rostand,ARC,46,0,0,04/09/2018,09:55
219,Ligne 5,6129,COMPIEGNE,Rue de Clermont,ARC,46,0,2,04/09/2018,09:42
219,Ligne 5,6129,COMPIEGNE,Saint Come - Memorial,ARC,46,0,2,04/09/2018,09:53
219,Ligne 5,6132,COMPIEGNE,Andre Malraux,ARC,46,2,2,04/09/2018,11:15
219,Ligne 5,6132,COMPIEGNE,Blaise Pascal,ARC,46,0,14,04/09/2018,11:15
219,Ligne 5,6132,COMPIEGNE,Camp de Royallieu,ARC,46,0,2,04/09/2018,11:10
219,Ligne 5,6132,COMPIEGNE,Centre Culturel,ARC,46,4,16,04/09/2018,11:06
219,Ligne 5,6132,COMPIEGNE,Centre de Recherches,ARC,46,0,0,04/09/2018,11:12
219,Ligne 5,6132,COMPIEGNE,Compiegne Gare,ARC,46,1,0,04/09/2018,10:53
219,Ligne 5,6132,COMPIEGNE,Couttolenc,ARC,46,22,0,04/09/2018,11:01
219,Ligne 5,6132,COMPIEGNE,Croix Rouge,ARC,46,6,8,04/09/2018,11:08
219,Ligne 5,6132,COMPIEGNE,Delaidde,ARC,46,2,12,04/09/2018,11:05
219,Ligne 5,6132,COMPIEGNE,Denielou,ARC,46,0,4,04/09/2018,11:13
219,Ligne 5,6132,COMPIEGNE,Eglise St-Germain,ARC,46,0,0,04/09/2018,11:02
219,Ligne 5,6132,COMPIEGNE,Gambetta,ARC,46,18,2,04/09/2018,11:03
219,Ligne 5,6132,COMPIEGNE,Gare,ARC,46,1,0,04/09/2018,10:53
219,Ligne 5,6132,COMPIEGNE,Hopital,ARC,46,0,2,04/09/2018,11:19
219,Ligne 5,6132,COMPIEGNE,Hopital  Arrivee,ARC,46,0,4,04/09/2018,11:19
219,Ligne 5,6132,COMPIEGNE,Mercieres,ARC,46,0,14,04/09/2018,11:17
219,Ligne 5,6132,COMPIEGNE,Port a Bateaux,ARC,46,20,2,04/09/2018,10:59
219,Ligne 5,6132,COMPIEGNE,Residence Universitaire,ARC,46,6,4,04/09/2018,11:04
219,Ligne 5,6132,COMPIEGNE,Rostand,ARC,46,0,0,04/09/2018,11:12
219,Ligne 5,6132,COMPIEGNE,Rue de Clermont,ARC,46,2,0,04/09/2018,10:57
219,Ligne 5,6132,COMPIEGNE,Saint Come - Memorial,ARC,46,6,10,04/09/2018,11:09
219,Ligne 5,6144,COMPIEGNE,Andre Malraux,ARC,46,4,0,04/09/2018,20:02
219,Ligne 5,6144,COMPIEGNE,Blaise Pascal,ARC,46,0,20,04/09/2018,20:03
219,Ligne 5,6144,COMPIEGNE,Camp de Royallieu,ARC,46,8,0,04/09/2018,19:57
219,Ligne 5,6144,COMPIEGNE,Centre Culturel,ARC,46,8,6,04/09/2018,19:53
219,Ligne 5,6144,COMPIEGNE,Centre de Recherches,ARC,46,0,0,04/09/2018,20:00
219,Ligne 5,6144,COMPIEGNE,Compiegne Gare,ARC,46,1,0,04/09/2018,19:41
219,Ligne 5,6144,COMPIEGNE,Couttolenc,ARC,46,4,0,04/09/2018,19:47
219,Ligne 5,6144,COMPIEGNE,Croix Rouge,ARC,46,0,10,04/09/2018,19:55
219,Ligne 5,6144,COMPIEGNE,Delaidde,ARC,46,0,4,04/09/2018,19:52
219,Ligne 5,6144,COMPIEGNE,Denielou,ARC,46,0,0,04/09/2018,20:01
219,Ligne 5,6144,COMPIEGNE,Eglise St-Germain,ARC,46,4,0,04/09/2018,19:48
219,Ligne 5,6144,COMPIEGNE,Gambetta,ARC,46,14,0,04/09/2018,19:50
219,Ligne 5,6144,COMPIEGNE,Gare,ARC,46,1,0,04/09/2018,19:41
219,Ligne 5,6144,COMPIEGNE,Hopital,ARC,46,0,13,04/09/2018,20:06
219,Ligne 5,6144,COMPIEGNE,Hopital  Arrivee,ARC,46,0,26,04/09/2018,20:06
219,Ligne 5,6144,COMPIEGNE,Mercieres,ARC,46,0,0,04/09/2018,20:05
219,Ligne 5,6144,COMPIEGNE,Port a Bateaux,ARC,46,26,0,04/09/2018,19:46
219,Ligne 5,6144,COMPIEGNE,Residence Universitaire,ARC,46,0,2,04/09/2018,19:51
219,Ligne 5,6144,COMPIEGNE,Rostand,ARC,46,0,4,04/09/2018,19:59
219,Ligne 5,6144,COMPIEGNE,Rue de Clermont,ARC,46,8,0,04/09/2018,19:44
219,Ligne 5,6144,COMPIEGNE,Saint Come - Memorial,ARC,46,4,6,04/09/2018,19:56
219,Ligne 6,6792,COMPIEGNE,Blaise Pascal,ARC,46,0,0,04/09/2018,18:39
219,Ligne 6,6792,COMPIEGNE,Camp des Sablons,ARC,46,0,0,04/09/2018,18:25
219,Ligne 6,6792,COMPIEGNE,Carrefour Napoleon,ARC,46,0,0,04/09/2018,18:24
219,Ligne 6,6792,COMPIEGNE,Clos des Roses,ARC,46,0,2,04/09/2018,18:34
219,Ligne 6,6792,COMPIEGNE,De Lattre de Tassigny,ARC,46,2,2,04/09/2018,18:31
219,Ligne 6,6792,COMPIEGNE,Denielou,ARC,46,0,0,04/09/2018,18:36
219,Ligne 6,6792,COMPIEGNE,Gare Depart,ARC,46,6,0,04/09/2018,18:14
219,Ligne 6,6792,COMPIEGNE,Magenta,ARC,46,2,2,04/09/2018,18:19
219,Ligne 6,6792,COMPIEGNE,Weygand,ARC,46,0,2,04/09/2018,18:32
219,Ligne 6,6792,VENETTE,Bois de Plaisance,ARC,46,1,0,04/09/2018,18:46
219,Ligne 6,6792,VENETTE,Centre Commercial Jaux Venette,ARC,46,0,1,04/09/2018,18:42
219,Ligne 6,6802,COMPIEGNE,Blaise Pascal,ARC,46,0,0,04/09/2018,18:59
219,Ligne 6,6802,COMPIEGNE,Clos des Roses,ARC,46,2,8,04/09/2018,19:04
219,Ligne 6,6802,COMPIEGNE,De Lattre de Tassigny,ARC,46,0,0,04/09/2018,19:07
219,Ligne 6,6802,COMPIEGNE,Denielou,ARC,46,4,0,04/09/2018,19:01
219,Ligne 6,6802,COMPIEGNE,Gare Arrivee,ARC,46,0,0,04/09/2018,19:27
219,Ligne 6,6802,COMPIEGNE,Maison de l'Europe,ARC,46,0,0,04/09/2018,19:17
219,Ligne 6,6802,COMPIEGNE,Palais,ARC,46,2,2,04/09/2018,19:22
219,Ligne 6,6802,COMPIEGNE,Route Forestiere du Moulin,ARC,46,0,0,04/09/2018,19:12
219,Ligne 6,6802,COMPIEGNE,Weygand,ARC,46,0,4,04/09/2018,19:05
219,Ligne 6,6802,VENETTE,Bois de Plaisance,ARC,46,0,0,04/09/2018,18:47
219,Ligne 6,6802,VENETTE,Centre Commercial Jaux Venette,ARC,46,4,1,04/09/2018,18:54
219,Ligne SC2,6542,COMPIEGNE,Abbaye,ARC,46,0,0,04/09/2018,12:28
219,Ligne SC2,6542,COMPIEGNE,Centre Commercial Royallieu,ARC,46,0,4,04/09/2018,12:31
219,Ligne SC2,6542,COMPIEGNE,Jean L'Huillier,ARC,46,0,0,04/09/2018,12:25
219,Ligne SC2,6542,COMPIEGNE,Picardie,ARC,46,0,0,04/09/2018,12:26
219,Ligne SC2,6542,COMPIEGNE,Piscine,ARC,46,0,0,04/09/2018,12:24
219,Ligne SC2,6542,COMPIEGNE,Royallieu,ARC,46,0,0,04/09/2018,12:28
219,Ligne SC2,6542,COMPIEGNE,Vivier Corax,ARC,46,0,0,04/09/2018,12:30
219,Ligne SC4,6506,COMPIEGNE,Anatole France,ARC,46,4,28,04/09/2018,12:16
219,Ligne SC4,6506,COMPIEGNE,Centre de Recherches,ARC,46,6,4,04/09/2018,12:12
219,Ligne SC4,6506,COMPIEGNE,Clos des Roses,ARC,46,0,26,04/09/2018,12:15
219,Ligne SC4,6506,COMPIEGNE,College Malraux,ARC,46,104,12,04/09/2018,12:04
219,Ligne SC4,6506,COMPIEGNE,De Lattre de Tassigny,ARC,46,0,6,04/09/2018,12:20
219,Ligne SC4,6506,COMPIEGNE,Robert Desnos,ARC,46,12,40,04/09/2018,12:13
219,Ligne SC4,6506,COMPIEGNE,Weygand,ARC,46,0,12,04/09/2018,12:17
,,,,,,,,,,
